epoch,train_loss,val_loss,val_acc,val_precision,val_recall,val_f1,test_loss,test_acc,test_precision,test_recall,test_f1
1,3.198145509767933,2.878869421160376,0.4510166358595194,0.5067843949084114,0.4510166358595194,0.4408134709427858,,,,,
2,1.7263203042895854,2.1296766090745627,0.5009242144177449,0.5495757725643902,0.5009242144177449,0.4994572998932499,,,,,
3,1.0012535991288032,2.0985675902551733,0.5046210720887245,0.542501653055108,0.5046210720887245,0.5058763875582784,,,,,
4,0.8522181488385722,2.242549270446552,0.4750462107208872,0.5176452573100793,0.4750462107208872,0.4753708581527698,,,,,
5,0.8440359591686425,2.274213249714229,0.5341959334565619,0.5636889935469406,0.5341959334565619,0.5373440565727343,,,,,
6,0.7479677169638521,2.41529178178685,0.5009242144177449,0.5258784678810193,0.5009242144177449,0.5003450841788101,,,,,
7,0.7898627217827725,2.157336336848035,0.5286506469500925,0.5614638174094294,0.5286506469500925,0.5270621148098936,,,,,
8,0.8065156994246635,2.1706510414257507,0.5101663585951941,0.5397710211453824,0.5101663585951941,0.5121821465478873,,,,,
9,0.7575259281932807,2.27478015621136,0.5138632162661737,0.5590713490152833,0.5138632162661737,0.5260837366357259,,,,,
10,0.6941702765796114,2.324771216528253,0.5231053604436229,0.5468411436852518,0.5231053604436229,0.5256671636805819,,,,,
11,0.7988801137113771,2.207864211359218,0.5268022181146026,0.5455313892681289,0.5268022181146026,0.5308985533114682,,,,,
12,0.7443912151355704,2.4139590624740515,0.4972273567467652,0.5358805791548571,0.4972273567467652,0.5010586376567073,,,,,
13,0.7165359996196603,2.194098809289844,0.5212569316081331,0.5519784363051973,0.5212569316081331,0.5250903902112278,,,,,
14,0.756095895559347,2.250596293239629,0.5341959334565619,0.5538060511139329,0.5341959334565619,0.5317995711415329,,,,,
15,0.7650233446424749,2.2101641177249705,0.5194085027726433,0.5432453181889622,0.5194085027726433,0.5219111856487048,,,,,
16,0.734286867082119,2.177762814237979,0.5286506469500925,0.5648333339909799,0.5286506469500925,0.5341540912477089,,,,,
17,0.7262914309732053,2.391440302959872,0.5138632162661737,0.5365786720870609,0.5138632162661737,0.5167264822137788,,,,,
18,0.661024668637444,2.2257062225377053,0.5101663585951941,0.5429923916532358,0.5101663585951941,0.5144137655365509,,,,,
19,0.6899667045398921,2.354505141869931,0.5101663585951941,0.5545524885283124,0.5101663585951941,0.5163983189501543,,,,,
20,0.7234467582291916,2.3163249646890187,0.5064695009242144,0.5393678070459036,0.5064695009242144,0.5118495445342142,,,,,
21,0.7584832894201038,2.371273328548438,0.5064695009242144,0.5564070856698815,0.5064695009242144,0.5127871168237824,,,,,
22,0.6836530525206017,2.334027220272974,0.5175600739371534,0.5473875108247064,0.5175600739371534,0.5237593788443681,,,,,
23,0.7032125676129045,2.1462540538385926,0.5452865064695009,0.5756613840552451,0.5452865064695009,0.5467905277956504,,,,,
24,0.733349985810889,2.296642311399393,0.5268022181146026,0.5599859220616189,0.5268022181146026,0.5342053124247504,,,,,
25,0.7427046477418988,2.262682716859687,0.5415896487985212,0.5821614620723067,0.5415896487985212,0.549413408916088,,,,,
26,0.7188505022590902,2.2867867342866064,0.5286506469500925,0.5542850674997911,0.5286506469500925,0.5287003472152697,,,,,
27,0.714374393349936,2.3954400756222483,0.5175600739371534,0.5419810578240387,0.5175600739371534,0.5225667599705431,,,,,
28,0.7353323944726912,2.2456427061183173,0.5397412199630314,0.5587373610159473,0.5397412199630314,0.5406753390999337,,,,,
29,0.7122945734182325,2.153252258318409,0.5489833641404805,0.5696048108892257,0.5489833641404805,0.5509084350345788,,,,,
30,0.723939507291848,2.322342144583598,0.5212569316081331,0.5474689043888139,0.5212569316081331,0.5218037773372993,1.9051203353818493,0.5498154981549815,0.6108241678732237,0.5498154981549815,0.5645871367458394
