epoch,train_loss,val_loss,train_acc,val_acc,val_precision,val_recall,val_f1,test_loss,test_acc,test_precision,test_recall,test_f1
1,7.305475171407064,6.870089700173539,0.0369791666666666,0.0388170055452865,0.0460532788134583,0.0388170055452865,0.0388695327390233,,,,,
2,6.150007239977518,6.736710413546748,0.119965277860562,0.1349353049907578,0.1491011065641491,0.1349353049907578,0.1040179073943051,,,,,
3,5.322472929954529,6.924808121432659,0.2171875,0.2070240295748613,0.1724534725641166,0.2070240295748613,0.1582014744073752,,,,,
4,4.703606343269348,6.01703056434166,0.30625,0.2920517560073937,0.3736901491219779,0.2920517560073937,0.2778636829070266,,,,,
5,3.730256903171539,5.425146028867711,0.4506944445272287,0.3142329020332717,0.3185953686706828,0.3142329020332717,0.3007301451752628,,,,,
6,3.098719080289205,5.445799757063719,0.5369791666666667,0.3512014787430684,0.4134045602729171,0.3512014787430684,0.3437076661244772,,,,,
7,2.4605255901813505,5.003588204903876,0.616493055721124,0.3530499075785582,0.4162189184822423,0.3530499075785582,0.3595830800602049,,,,,
8,1.9657950361569725,5.386236401450391,0.6723958333333333,0.3179297597042514,0.4523794211028743,0.3179297597042514,0.3413417900675977,,,,,
9,1.668666202823321,5.081246201520486,0.7322916666666667,0.4066543438077634,0.4921864965630668,0.4066543438077634,0.4124197367596739,,,,,
10,1.5119475781917573,4.876630808641642,0.7569444445272286,0.4158964879852125,0.5320129889090546,0.4158964879852125,0.4277780712037886,,,,,
11,1.150109804918369,5.093824672170135,0.805902777860562,0.4232902033271719,0.5118233930013446,0.4232902033271719,0.4218103044767664,,,,,
12,0.9568433245023092,5.098739111048897,0.8413194447755814,0.4417744916820702,0.4962211457781139,0.4417744916820702,0.4336741186229685,,,,,
13,0.8245457905034225,5.019899910346858,0.865625,0.432532347504621,0.5348694107862074,0.432532347504621,0.4406742684236069,,,,,
14,0.780896061907212,4.858003878108675,0.875868055721124,0.4750462107208872,0.5271970395297286,0.4750462107208872,0.477517643327825,,,,,
15,0.7453072215119998,5.043541539839147,0.8864583333333333,0.4510166358595194,0.500101970792035,0.4510166358595194,0.4359809836076567,,,,,
16,0.6469091144700845,5.670257054503436,0.9013888895511628,0.3715341959334565,0.4982734960648789,0.3715341959334565,0.3858036675077074,,,,,
17,0.5970023413499196,5.130157432802944,0.9090277781089148,0.4288354898336414,0.5120866261818976,0.4288354898336414,0.4385553232611864,,,,,
18,0.5688106954097748,5.153275534758506,0.91875,0.4639556377079482,0.5131842722954492,0.4639556377079482,0.4526250761121142,,,,,
19,0.5199982686589162,5.3279778441748205,0.926736111442248,0.4436229205175601,0.5192541998955358,0.4436229205175601,0.4399092729899404,,,,,
20,0.4990736592561006,5.136564542978396,0.9296875,0.4695009242144177,0.5429973743343482,0.4695009242144177,0.4736339802062445,,,,,
21,0.4919565219432115,4.865362281940341,0.9291666666666668,0.4916820702402957,0.5269276171486544,0.4916820702402957,0.480768570622546,,,,,
22,0.5373345103114844,5.120432908345503,0.9284722223877908,0.476894639556377,0.541482859789066,0.476894639556377,0.479980310473578,,,,,
23,0.3918719202280044,4.926161912364572,0.9477430562178294,0.4731977818853974,0.5273622867391345,0.4731977818853974,0.459347309419777,,,,,
24,0.4276409359027942,4.942364121541078,0.9432291666666668,0.476894639556377,0.5316106819641774,0.476894639556377,0.4765480189376807,,,,,
25,0.4213897305230299,5.244975166708617,0.9465277781089146,0.4750462107208872,0.5333241641691792,0.4750462107208872,0.4775509443291192,,,,,
26,0.4159415590266386,4.94543656139409,0.941493055721124,0.4953789279112754,0.5202996420310783,0.4953789279112754,0.4894435720482932,,,,,
27,0.3450043510645628,5.626314975858396,0.9527777781089148,0.432532347504621,0.5290354870702477,0.432532347504621,0.4212393408365308,,,,,
28,0.3175884262969096,4.841711163300463,0.9585069447755814,0.4935304990757855,0.5288399068939634,0.4935304990757855,0.4810491791590549,,,,,
29,0.3681984386717279,4.955880128962716,0.947743055721124,0.5009242144177449,0.5751108223336332,0.5009242144177449,0.5096887001540256,,,,,
30,0.2609578117728233,5.1908671190469855,0.967534722884496,0.4473197781885397,0.4881955004993835,0.4473197781885397,0.4459388360973711,4.885231610153874,0.4833948339483395,0.526939726939727,0.4833948339483395,0.48419921079754175
