epoch,train_loss,val_loss,val_acc,val_precision,val_recall,val_f1,test_loss,test_acc,test_precision,test_recall,test_f1
1,3.619373179283463,3.6248304832128833,0.0148148148148148,0.0002194787379972,0.0148148148148148,0.0004325493376588,,,,,
2,3.6176650343822834,3.622742134847759,0.0790123456790123,0.0062429507696997,0.0790123456790123,0.0115716021131734,,,,,
3,3.6119274892726874,3.621251703191687,0.0123456790123456,0.0001524157902758,0.0123456790123456,0.0003011141222523,,,,,
4,3.6137483400457047,3.622421583717252,0.0123456790123456,0.0001524157902758,0.0123456790123456,0.0003011141222523,,,,,
5,3.612106751994927,3.624524540960053,0.0345679012345679,0.0011949397957628,0.0345679012345679,0.0023100268128112,,,,,
6,3.6137814081015702,3.621221370461546,0.0345679012345679,0.0011949397957628,0.0345679012345679,0.0023100268128112,,,,,
7,3.611834081281133,3.622543430917057,0.0345679012345679,0.0011949397957628,0.0345679012345679,0.0023100268128112,,,,,
8,3.6127952026719807,3.620982132428958,0.0123456790123456,0.0001531721961829,0.0123456790123456,0.0003025901718712,,,,,
9,3.6118349948851,3.620735538741689,0.0320987654320987,0.0010303307422648,0.0320987654320987,0.0019965739263984,,,,,
10,3.6106292059441576,3.619415050671424,0.0345679012345679,0.0011949397957628,0.0345679012345679,0.0023100268128112,,,,,
11,3.611005200057471,3.62224896395648,0.0345679012345679,0.0011978975675345,0.0345679012345679,0.0023155531927461,,,,,
12,3.6107358531791625,3.622096848782198,0.0345679012345679,0.0011949397957628,0.0345679012345679,0.0023100268128112,,,,,
13,3.611824556559074,3.620758061938816,0.0345679012345679,0.0011949397957628,0.0345679012345679,0.0023100268128112,,,,,
14,3.6117163906578256,3.620217472829936,0.0098765432098765,0.0001664585934248,0.0098765432098765,0.0003273992224268,,,,,
15,3.610469150943916,3.622085126829736,0.0345679012345679,0.0011949397957628,0.0345679012345679,0.0023100268128112,,,,,
16,3.6104815567241,3.623481716344386,0.0123456790123456,0.0001524157902758,0.0123456790123456,0.0003011141222523,,,,,
17,3.608735507275878,3.6236301563404223,0.0123456790123456,0.0012839506172839,0.0123456790123456,0.0018311772697737,,,,,
18,3.610358352420711,3.62194849120246,0.0123456790123456,0.0001524157902758,0.0123456790123456,0.0003011141222523,,,,,
19,3.610026425674182,3.622928439834972,0.0271604938271604,0.0011350654136723,0.0271604938271604,0.0021790654073366,,,,,
20,3.610724334957219,3.62176767985026,0.0123456790123456,0.0001531721961829,0.0123456790123456,0.0003025901718712,,,,,
21,3.61012670773418,3.622726455146884,0.0123456790123456,0.0001524157902758,0.0123456790123456,0.0003011141222523,,,,,
22,3.608082426696265,3.621794365659172,0.0123456790123456,0.0001524157902758,0.0123456790123456,0.0003011141222523,,,,,
23,3.611801690414172,3.620921455194921,0.0123456790123456,0.0001527930570834,0.0123456790123456,0.0003018503426001,,,,,
24,3.60767915268906,3.6244911441096552,0.0123456790123456,0.0001527930570834,0.0123456790123456,0.0003018503426001,,,,,
25,3.6084082607461614,3.625706675611896,0.0123456790123456,0.0001524157902758,0.0123456790123456,0.0003011141222523,,,,,
26,3.608408208654708,3.6264008145273463,0.0123456790123456,0.0001527930570834,0.0123456790123456,0.0003018503426001,,,,,
27,3.60841120992388,3.627928634926125,0.0123456790123456,0.0001531721961829,0.0123456790123456,0.0003025901718712,,,,,
28,3.6097001849102375,3.6256348733548767,0.0148148148148148,0.0174375038388305,0.0148148148148148,0.0046243212909879,,,,,
29,3.6096070994849967,3.625634483054832,0.0123456790123456,0.0001527930570834,0.0123456790123456,0.0003018503426001,,,,,
30,3.60862490910442,3.625007712399518,0.0123456790123456,0.0001524157902758,0.0123456790123456,0.0003011141222523,3.624310642261177,0.012285012285012284,0.00015092152684290276,0.012285012285012284,0.00029817990983039525
