epoch,train_loss,val_loss,train_acc,val_acc,val_precision,val_recall,val_f1,test_loss,test_acc,test_precision,test_recall,test_f1
1,7.679592641194661,6.946238314157934,0.0010416666666666,0.0406654343807763,0.0219071853440704,0.0406654343807763,0.0279108569037073,,,,,
2,6.6706121603647865,6.259251584848062,0.0348958333333333,0.0757855822550831,0.0723746383930707,0.0757855822550831,0.0683006498001439,,,,,
3,5.877322800954183,5.772085493020782,0.103125,0.1146025878003696,0.1195545185836232,0.1146025878003696,0.1142696938084882,,,,,
4,5.363090292612712,5.539244484328519,0.1390625,0.1903881700554528,0.1491965664189519,0.1903881700554528,0.1619595269237553,,,,,
5,4.756242219607035,5.072283382556796,0.2088541666666666,0.2717190388170055,0.2321557897960158,0.2717190388170055,0.2434556922735655,,,,,
6,4.289145453770956,4.842077911010291,0.2963541666666666,0.3031423290203327,0.2867186338894753,0.3031423290203327,0.2884100861741516,,,,,
7,3.755961771806081,4.560113322492448,0.390277777860562,0.3530499075785582,0.3265611918394775,0.3530499075785582,0.3306151254900001,,,,,
8,3.272859521706899,4.50953939088832,0.4510416666666667,0.3918669131238447,0.3766982936529315,0.3918669131238447,0.3708947277703348,,,,,
9,2.8560444454352063,4.269881588694348,0.501215277860562,0.3696857670979667,0.3693750757868133,0.3696857670979667,0.3628203964647905,,,,,
10,2.4312165399392445,4.350986388606637,0.5635416666666667,0.4362292051756007,0.4371228788993735,0.4362292051756007,0.43004622745805,,,,,
11,2.0908322095870973,4.185115131124331,0.621180555721124,0.4306839186691312,0.4599445962614975,0.4306839186691312,0.4325714674560914,,,,,
12,1.8388846496740976,3.977304656933064,0.6673611111938953,0.4805914972273567,0.5021682887002684,0.4805914972273567,0.4818762978049964,,,,,
13,1.6209203908840817,3.9805684618500377,0.7067708333333333,0.476894639556377,0.496930447316197,0.476894639556377,0.4770101223873387,,,,,
14,1.3853793382644652,4.04614780394295,0.747743055721124,0.4898336414048059,0.5017200030085164,0.4898336414048059,0.4875834741182247,,,,,
15,1.2001649230718612,3.8270276637262426,0.7817708333333333,0.5286506469500925,0.5574038203608734,0.5286506469500925,0.5304339791013836,,,,,
16,1.0807764972249667,4.045660289951261,0.809027777860562,0.5046210720887245,0.5394254571073868,0.5046210720887245,0.5094947873579019,,,,,
17,1.027055449287097,4.080904984430112,0.818055555721124,0.5046210720887245,0.5259815270701972,0.5046210720887245,0.5081935929772273,,,,,
18,0.8506812455753485,3.81001367057758,0.8585069445272286,0.5471349353049908,0.560235828328327,0.5471349353049908,0.5446541581010342,,,,,
19,0.7878134151299795,3.8974054075653584,0.8600694445272287,0.5452865064695009,0.5714859513894172,0.5452865064695009,0.5463540150667767,,,,,
20,0.769016778965791,3.9948912089941904,0.8694444445272287,0.5249537892791127,0.5509031735605595,0.5249537892791127,0.5281913035739789,,,,,
21,0.6121175083021323,3.9783616753470654,0.9,0.5415896487985212,0.5617406741882897,0.5415896487985212,0.5431249319332706,,,,,
22,0.6294360342125098,4.166985779284549,0.9043402781089148,0.532347504621072,0.5610428629485082,0.532347504621072,0.5317266893028859,,,,,
23,0.5620505727827549,4.249678612636771,0.9170138895511628,0.532347504621072,0.552381935770376,0.532347504621072,0.5307564141184405,,,,,
24,0.5066854036102693,4.297616937464575,0.9215277781089148,0.5212569316081331,0.553237127848725,0.5212569316081331,0.5261172516055314,,,,,
