epoch,train_loss,val_loss,val_acc,val_precision,val_recall,val_f1
1,12.12257024119882,5.561759757466766,0.1589648798521257,0.20827288540444092,0.1589648798521257,0.12423754398747562
2,8.245627252494588,3.827600891620967,0.21811460258780038,0.2910900945568325,0.21811460258780038,0.18080029477536083
3,6.0420081790755775,2.9896987158798245,0.2975970425138632,0.3269032655013924,0.2975970425138632,0.2720562030051952
4,5.417825155398425,3.1982809333836526,0.2754158964879852,0.35071636022626174,0.2754158964879852,0.2539753824018046
5,5.138052845702452,2.9846881639053993,0.3567467652495379,0.3997899705570388,0.3567467652495379,0.3410523927938614
6,4.884054285638473,3.0641531217120273,0.3733826247689464,0.426348761134382,0.3733826247689464,0.36208658055305515
7,4.705655357416938,3.2534675349149156,0.31608133086876156,0.40953068661467845,0.31608133086876156,0.310730234799618
8,4.589888208052692,3.101207671676678,0.3733826247689464,0.44887447863083885,0.3733826247689464,0.3572079210140624
9,4.473057987058864,2.9923601785120373,0.38632162661737524,0.4211675009305573,0.38632162661737524,0.3752625192287811
10,4.245625169838176,3.2072036583630745,0.3585951940850277,0.43338552413409376,0.3585951940850277,0.3348676570352064
11,4.236293284332051,2.735339627909352,0.41404805914972276,0.461748040658555,0.41404805914972276,0.4011697462028342
12,3.990114416269695,2.9290912259308115,0.3826247689463956,0.45345961633001747,0.3826247689463956,0.38420886912990854
13,3.930176440407248,2.88834449323841,0.41404805914972276,0.44865623960637785,0.41404805914972276,0.40584938392810394
14,3.914842176963301,2.6633697684282738,0.4436229205175601,0.4704747742708661,0.4436229205175601,0.43149314315546383
15,3.8870721494450287,2.892315139391506,0.4214417744916821,0.4928187263548892,0.4214417744916821,0.4283068372972789
16,3.6969795700381782,3.3899810563173842,0.4048059149722736,0.4168884546912851,0.4048059149722736,0.3854243456315175
17,3.51240396324326,3.162843930743318,0.4417744916820702,0.5185380267190979,0.4417744916820702,0.4461818923138984
18,3.4892936401507435,2.941484795590646,0.4288354898336414,0.4923181382759162,0.4288354898336414,0.425689567464715
19,3.3771643778857063,3.0814936623776026,0.46210720887245843,0.47324012253712927,0.46210720887245843,0.44097989522983555
20,3.1608922174748253,2.9444197334776083,0.4584103512014787,0.5097280459168035,0.4584103512014787,0.4620993492470377
21,3.0616260907229256,2.9740305392006188,0.47504621072088726,0.5179123301701729,0.47504621072088726,0.4760629004913944
22,3.052366043714916,2.996536835725118,0.4510166358595194,0.5001770913450951,0.4510166358595194,0.4463799986076633
23,3.072921477696475,3.1420960307341628,0.4565619223659889,0.4751139703404602,0.4565619223659889,0.44640145624586575
24,2.9412378081504036,2.9782867510966584,0.4879852125693161,0.5219881104723987,0.4879852125693161,0.48836663666514496
25,2.7106643809991726,3.0292550702191985,0.4898336414048059,0.5252290901759739,0.4898336414048059,0.4850440526649227
26,2.747764671988347,3.284828436352629,0.46210720887245843,0.5247894828067808,0.46210720887245843,0.46592946632803683
