epoch,train_loss,val_loss,val_acc,val_precision,val_recall,val_f1,test_loss,test_acc,test_precision,test_recall,test_f1
1,2.846659023278779,2.2255055925487417,0.5229283990345938,0.6446828988686413,0.5229283990345938,0.5353176441085101,,,,,
2,2.735820973034457,2.4075187516615264,0.4553499597747385,0.6425698868182594,0.4553499597747385,0.4694093514184668,,,,,
3,2.899754695187044,3.001046975197949,0.4368463395012067,0.6186815997282298,0.4368463395012067,0.4438623077064999,,,,,
4,2.8853747369392124,2.791251224754131,0.3877715205148833,0.6178865646143626,0.3877715205148833,0.4212982237884835,,,,,
5,3.18319502674115,2.896454355549832,0.3628318584070796,0.5502830907182183,0.3628318584070796,0.3821783356129733,,,,,
6,3.118305660137409,2.473175592223004,0.3917940466613033,0.5356472481945925,0.3917940466613033,0.4243466050683503,,,,,
7,3.045925300220968,2.488047299227788,0.3612228479485116,0.5107593414788884,0.3612228479485116,0.3865524233362076,,,,,
8,2.9461734279558973,3.0936964158559173,0.3572003218020917,0.5180067757874299,0.3572003218020917,0.3809364053613595,,,,,
9,3.008495839462403,2.994647051668512,0.3934030571198713,0.5407907580932585,0.3934030571198713,0.4188103851533956,,,,,
10,3.090077204719617,3.642581541501795,0.3942075623491552,0.5231584774059969,0.3942075623491552,0.412125490244958,,,,,
11,3.071400024499924,3.3495777193232112,0.3925985518905873,0.5390621309528081,0.3925985518905873,0.4208834549739497,,,,,
12,2.9370462380804816,2.6253034876702968,0.3845534995977474,0.5639757164011345,0.3845534995977474,0.4234780764366989,,,,,
13,3.122853935723136,4.036255649281238,0.411102172164119,0.4860583013940512,0.411102172164119,0.4240033675973019,,,,,
14,3.144671393169084,2.5327098392615466,0.3950120675784392,0.5628769935763466,0.3950120675784392,0.4262452605515471,,,,,
15,3.224354611715704,2.5586963979256123,0.3732904263877715,0.5454818563444985,0.3732904263877715,0.4068895033041073,,,,,
16,2.915304513606228,3.084892304022276,0.3724859211584875,0.5057281418554277,0.3724859211584875,0.4010594089248099,,,,,
17,3.055435885187131,2.8370293611877884,0.3821399839098954,0.5432457987014884,0.3821399839098954,0.4093067818563286,,,,,
18,3.068506924285766,3.0190830008214458,0.3395012067578439,0.5158977734352473,0.3395012067578439,0.3714869773167642,,,,,
19,3.005954856274596,2.885443017833768,0.3483507642799678,0.4936044271111983,0.3483507642799678,0.3796544534551939,,,,,
20,3.339470923905204,2.862922022732054,0.3515687851971038,0.5144747254512689,0.3515687851971038,0.3760822211841193,,,,,
21,3.182961440929646,2.9912973509042,0.336283185840708,0.4729295253310895,0.336283185840708,0.3595550695196111,,,,,
22,3.307538546549929,2.610423263962577,0.3604183427192277,0.5113156957284035,0.3604183427192277,0.3867339819849457,,,,,
23,3.442536834735196,3.965788275602837,0.3258246178600161,0.4918168664186345,0.3258246178600161,0.3553446589570489,,,,,
24,3.36808560822171,3.694256398434229,0.3218020917135961,0.4522534158921457,0.3218020917135961,0.3537346571639388,,,,,
25,3.467835691964128,3.439873423004764,0.3153660498793242,0.4194169444370501,0.3153660498793242,0.3296856368090946,,,,,
26,3.395095093073952,2.7669946502891167,0.2799678197908286,0.4982488882849027,0.2799678197908286,0.3129388803865196,,,,,
27,3.406271296298772,3.422465173448177,0.2968624296057924,0.4737325752603417,0.2968624296057924,0.3394375961037471,,,,,
28,3.0840319142080963,3.353084988970001,0.3153660498793242,0.4683251961851701,0.3153660498793242,0.3468428365854286,,,,,
29,3.2703484289132514,3.579601086921876,0.2711182622687047,0.4687769299461305,0.2711182622687047,0.3021807914561729,,,,,
30,3.678174360005418,3.922428634410315,0.2791633145615446,0.4473150387822176,0.2791633145615446,0.3074483628899906,0.0,1.0,1.0,1.0,1.0
