epoch,train_loss,val_loss,val_acc,val_precision,val_recall,val_f1
1,2.348995658622426,2.009388611647501,0.45454545454545453,0.45804932758133654,0.45454545454545453,0.4308319051078158
2,1.2227326936687632,1.5538063585948336,0.6092503987240829,0.6120395128458669,0.6092503987240829,0.5971575969004873
3,0.7484029177694943,1.3851236669165476,0.645933014354067,0.6572142638901267,0.645933014354067,0.6435661610221264
4,0.5079775611116628,1.2098574732538712,0.6953748006379585,0.7044141620534312,0.6953748006379585,0.6854280177801565
5,0.3300581197699259,1.1124587369640098,0.7272727272727273,0.7363017575648955,0.7272727272727273,0.7259165824711762
6,0.2313258014233771,1.0824432406913151,0.751993620414673,0.7552606299306149,0.751993620414673,0.7472684658347412
7,0.17039738857383085,1.0071365336814755,0.7703349282296651,0.7733129092789331,0.7703349282296651,0.7671816935328302
8,0.12142909564682917,1.0003602053811165,0.7727272727272727,0.7866727740329762,0.7727272727272727,0.771353161327941
9,0.129784965726019,0.990891546526949,0.7862838915470495,0.7910592913980704,0.7862838915470495,0.7851976666393243
10,0.10023130944657145,0.8866359172180032,0.8125996810207337,0.8183923532788518,0.8125996810207337,0.8104864789666836
11,0.0795063700533997,0.892466234283498,0.8133971291866029,0.8210535493946828,0.8133971291866029,0.81206833471052
12,0.06596178453699997,0.9397031025741208,0.8205741626794258,0.8278423387966488,0.8205741626794258,0.8197385946196464
13,0.06260059732379493,0.9590643746106242,0.8157894736842105,0.8234300592473273,0.8157894736842105,0.813391730154318
14,0.05648499583528128,0.9642264600002104,0.8118022328548644,0.821509960208538,0.8118022328548644,0.8105331008237234
15,0.05397502683409138,0.9646155864506365,0.8038277511961722,0.8119281184160921,0.8038277511961722,0.8038609462702728
16,0.04643766040379696,0.9506746849340002,0.8221690590111643,0.8303119432554289,0.8221690590111643,0.8220246199123912
17,0.05649743498004357,0.9853903918432931,0.8253588516746412,0.8335605884749206,0.8253588516746412,0.8239369227035347
18,0.05145011559749025,0.9889072262404165,0.8349282296650717,0.8402451735627969,0.8349282296650717,0.8337574415565893
19,0.039576681972613666,0.9976803278309134,0.8293460925039873,0.839836316896724,0.8293460925039873,0.8288397200590187
20,0.039833345893089386,1.011648233069413,0.828548644338118,0.8385049696401866,0.828548644338118,0.8276523038052068
21,0.04499389581289773,1.013680599347312,0.8221690590111643,0.8302772760336169,0.8221690590111643,0.8214795901199604
22,0.043968634286362995,0.9866464548200989,0.8309409888357256,0.8361528939398615,0.8309409888357256,0.8295880721810357
23,0.046786388654260345,1.0891077406516434,0.8165869218500797,0.817278002771124,0.8165869218500797,0.8144617468215618
24,0.03592540595343001,1.0097750578671836,0.8253588516746412,0.8361989410806084,0.8253588516746412,0.8262128739310604
25,0.033914097679811746,0.9542113598599972,0.8397129186602871,0.8470862318860206,0.8397129186602871,0.8392341841456883
26,0.019628984743535888,0.9184170116954876,0.8460925039872408,0.8510273770174823,0.8460925039872408,0.8459791997313563
27,0.012373428303577082,0.9103413316005611,0.8484848484848485,0.8515886846509146,0.8484848484848485,0.8476703414199827
28,0.013157320932040634,0.9101523123483226,0.8405103668261563,0.843895519411404,0.8405103668261563,0.839870188758121
29,0.01407556224868206,0.8730939841770569,0.8476874003189793,0.8492319271290384,0.8476874003189793,0.8462725125970035
30,0.010486139482616485,0.8583541341132278,0.8524720893141946,0.8562284499912225,0.8524720893141946,0.8522889916189025
